id,sourceNo,location,locationCode,locationNo,localName,scientificName,family,usedParts,processing,plantCategories,plantCategoryCount,diseaseCategories,diseaseCategoryCount
391,379,Kawasan Kampus I/Rektorat,Kampus I,57,J.,Citrus × amblycarpa (Hassk.) Ochse,Rutaceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik; Tanaman Buah dan Sayuran,2,,0
392,380,Kawasan Kampus I/Rektorat,Kampus I,58,Palem kuning,Chrysalidocarpus lutescens H.Wendl.,Arecaceae,Daun,Daun diekstraksi dengan etanol/alkohol dan dipisahkan secara kromatografi; ekstrak daun juga digunakan dalam sintesis hijau nanopartikel perak untuk uji antibakteri.,Tanaman Obat; Tanaman Estetik,2,Gangguan Sistem Pencernaan; Penyakit Infeksi,2
393,381,Kawasan Kampus I/Rektorat,Kampus I,59,Jambu biji,Psidium guajava L.,Myrtaceae,Akar; kulit batang dan batang; daun; bunga; buah dan kulit buah; biji.,"Buah dikonsumsi segar atau sebagai jus/pangan olahan. Daun, akar, dan kulit batang dibuat infusa atau dekokta; penelitian menggunakan ekstrak air, etanol, metanol, hidroalkohol, minyak atsiri, fraksi, dan senyawa terisolasi untuk penggunaan oral, topikal, serta pengujian in vitro dan in vivo.",Tanaman Obat; Tanaman Estetik; Tanaman Toksik; Tanaman Buah dan Sayuran,4,Gangguan Kardiovaskular; Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Urologi; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),10
394,382,Kawasan Kampus I/Rektorat,Kampus I,60,Urang-aring,Eclipta prostrata (L.) L.,Asteraceae,Seluruh herba,"Dikeringkan, digiling kasar, lalu diekstraksi dengan etanol 90% melalui perkolasi dingin",Tanaman Obat; Tanaman Liar,2,Gangguan Kardiovaskular,1
395,383,Kawasan Kampus I/Rektorat,Kampus I,61,Soka,Ixora chinensis Lam.,Rubiaceae,Akar; batang; kulit batang; daun; bunga.,"Akar dibuat dekokta untuk keluhan lambung, masa setelah persalinan, dan keluhan bronkial; bunga dibuat dekokta atau infusa segar; akar, batang, daun, bunga, dan kulit batang digunakan sebagai ramuan tradisional. Daun dan kulit batang dikeringkan, diserbukkan, lalu dimaserasi dengan metanol; daun juga diekstraksi dengan metanol atau etanol untuk uji antibakteri dan antioksidan.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Kardiovaskular; Gangguan Sistem Pernapasan; Gangguan Sistem Pencernaan; Gangguan Ginekologi dan Obstetri; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Gangguan Hematologi; Penyakit Infeksi,8
396,384,Kawasan Kampus I/Rektorat,Kampus I,62,Goeppertia,Goeppertia picturata (K.Koch & Linden) Borchs. & S.Suárez,Marantaceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik,1,,0
397,385,Kawasan Kampus I/Rektorat,Kampus I,63,Jambu air,Syzygium samarangense (Blume) Merr. & L.M.Perry,Myrtaceae,Buah; daun; kulit batang; akar; bunga; biji.,"Buah dikonsumsi segar atau diolah menjadi minuman, selai, jeli, cuka, dan produk pangan. Penggunaan tradisional mencakup infusa atau dekokta. Penelitian menggunakan ekstrak air, etanol, metanol, fraksi, minyak, dan senyawa terisolasi untuk uji in vitro atau model hewan.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Sistem Pernapasan; Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Psikiatri; Gangguan Endokrin; Gangguan Imunologi; Gangguan Kulit (Dermatologi); Gangguan Hematologi; Penyakit Infeksi; Gangguan Onkologi (Kanker),10
398,386,Kawasan Kampus I/Rektorat,Kampus I,64,Jeruk nipis,Citrus × aurantiifolia (Christm.) Swingle,Rutaceae,Buah dan sari buah; kulit buah; daun; biji; akar; batang atau kulit batang; minyak atsiri.,Buah dikonsumsi atau diperas; bagian tanaman diekstraksi dengan air atau pelarut organik; minyak atsiri diperoleh melalui penyulingan dan diuji terutama secara in vitro atau praklinik.,Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Imunologi; Penyakit Infeksi; Gangguan Onkologi (Kanker),3
399,387,Kawasan Kampus I/Rektorat,Kampus I,65,Rambutan,Nephelium lappaceum L.,Sapindaceae,Daging buah/aril; kulit buah/perikarp; biji.,"Daging buah matang dikonsumsi segar sebagai pangan. Kulit buah dikeringkan dan diserbukkan, lalu diekstraksi menggunakan air, etanol, metanol, atau campuran pelarut; ekstrak diberikan oral pada model hewan atau diuji in vitro. Ekstrak kulit dan geraniin juga diformulasikan untuk pengujian topikal pada iritasi kulit; metode penelitian ini bukan anjuran penggunaan mandiri.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Kardiovaskular; Gangguan Endokrin; Gangguan Imunologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi,5
400,388,Kawasan Kampus I/Rektorat,Kampus I,66,Kembang sepatu gantung,Hibiscus schizopetalus (Mast.) Hook.f.,Malvaceae,Daun.,"Ekstrak daun diprofilkan menggunakan UPLC-ESI-MS/MS, kemudian ekstrak H. schizopetalus diformulasikan sebagai hidrogel dan nanogel 1% b/v dan digunakan secara topikal pada model eksisi luka tikus.",Tanaman Obat; Tanaman Estetik,2,Gangguan Kulit (Dermatologi),1
401,389,Kawasan Kampus I/Rektorat,Kampus I,67,Lengkeng,Dimocarpus longan Lour.,Sapindaceae,Daging buah atau aril; perikarp; biji; daun; bunga.,"Buah dikonsumsi; perikarp, biji, daun, dan bunga dibuat ekstrak atau fraksi untuk kajian fitokimia dan farmakologi.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Ginekologi dan Obstetri; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),9
402,390,Kawasan Kampus I/Rektorat,Kampus I,68,Pohon roda,Hura crepitans L.,Euphorbiaceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik; Tanaman Toksik,2,,0
403,391,Kawasan Kampus I/Rektorat,Kampus I,69,Manihot,Manihot esculenta Crantz,Euphorbiaceae,Akar umbi; daun; batang,"Akar umbi dikupas, direndam atau difermentasi, kemudian dimasak atau direbus hingga matang untuk menurunkan glikosida sianogenik. Daun juga harus dimasak; pada penelitian digunakan ekstrak air atau pelarut.",Tanaman Obat; Tanaman Estetik; Tanaman Toksik; Tanaman Buah dan Sayuran,4,Gangguan Sistem Pencernaan; Gangguan Endokrin; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),5
404,392,Kawasan Kampus I/Rektorat,Kampus I,70,Jambu biji,Psidium guajava L.,Myrtaceae,Akar; kulit batang dan batang; daun; bunga; buah dan kulit buah; biji.,"Buah dikonsumsi segar atau sebagai jus/pangan olahan. Daun, akar, dan kulit batang dibuat infusa atau dekokta; penelitian menggunakan ekstrak air, etanol, metanol, hidroalkohol, minyak atsiri, fraksi, dan senyawa terisolasi untuk penggunaan oral, topikal, serta pengujian in vitro dan in vivo.",Tanaman Obat; Tanaman Estetik; Tanaman Toksik; Tanaman Buah dan Sayuran,4,Gangguan Kardiovaskular; Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Urologi; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),10
405,393,Kawasan Kampus I/Rektorat,Kampus I,71,Sawo,Manilkara zapota (L.) P.Royen,Sapotaceae,Buah dan daging buah; kulit buah; biji; daun; kulit batang; lateks.,"Buah matang dikonsumsi segar atau diolah sebagai pangan. Biji, daun, dan kulit batang digunakan secara tradisional sebagai rebusan atau sediaan lain. Penelitian memakai ekstrak air, etanol, metanol, petroleum eter, fraksi, serta uji in vitro dan model hewan.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Kardiovaskular; Gangguan Sistem Pernapasan; Gangguan Sistem Pencernaan; Gangguan Ginjal; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),11
406,394,Kawasan Kampus I/Rektorat,Kampus I,72,Pepaya,Carica papaya L.,Caricaceae,Akar; batang dan kulit batang; daun; bunga; buah matang dan mentah; kulit buah; biji; getah/lateks dan papain.,"Buah matang dikonsumsi segar, dibuat jus, atau diolah sebagai pangan; buah muda dimasak. Daun, akar, dan kulit batang dibuat infusa/dekokta atau perasan. Penelitian menggunakan ekstrak air, etanol, metanol, hidroalkohol, minyak biji, lateks/papain, fraksi, dan nanopartikel berbasis ekstrak.",Tanaman Obat; Tanaman Estetik; Tanaman Toksik; Tanaman Buah dan Sayuran,4,Gangguan Kardiovaskular; Gangguan Sistem Pencernaan; Gangguan Endokrin; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Gangguan Hematologi; Penyakit Infeksi; Gangguan Onkologi (Kanker),9
407,395,Kawasan Kampus I/Rektorat,Kampus I,73,Soka merah,Ixora coccinea L.,Rubiaceae,Daun; bunga; akar; kulit batang; buah,"Bagian tanaman digunakan sebagai rebusan/dekokta, infusa, tumbukan atau sediaan topikal; penelitian menggunakan ekstrak metanol, etanol, dan alkohol serta fraksinasi pelarut.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Kardiovaskular; Gangguan Sistem Pencernaan; Gangguan Psikiatri; Gangguan Ginekologi dan Obstetri; Gangguan Mata (Oftalmologi); Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),8
408,396,Kawasan Kampus I/Rektorat,Kampus I,74,Mahoni,Swietenia mahagoni (L.) Jacq.,Meliaceae,"Biji, kulit batang, dan daun.","Serbuk/rebusan biji secara tradisional; ekstrak air, etanol, atau metanol dan fraksi/isolat diuji in vitro serta pada hewan.",Tanaman Obat; Tanaman Estetik,2,Gangguan Sistem Pencernaan; Gangguan Endokrin; Penyakit Infeksi,3
409,397,Kawasan Kampus I/Rektorat,Kampus I,75,Jambu air,Syzygium aqueum (Burm.f.) Alston,Myrtaceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik; Tanaman Buah dan Sayuran,2,,0
410,398,Kawasan Kampus I/Rektorat,Kampus I,76,Bunga kertas,Bougainvillea × buttiana Holttum & Standl.,Nyctaginaceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik,1,,0
411,399,Kawasan Kampus I/Rektorat,Kampus I,77,Kalatea,Calathea lutea (Aubl.) E.Mey. ex Schult.,Marantaceae,Daun,"Daun segar diperas dan sarinya digunakan langsung secara topikal pada mata; daun juga diekstraksi melalui maserasi dingin, Soxhlet, dan distilasi uap, kemudian dipartisi/fraksinasi dengan pelarut organik.",Tanaman Obat; Tanaman Estetik,2,Gangguan Mata (Oftalmologi); Penyakit Infeksi,2
412,400,Kawasan Kampus I/Rektorat,Kampus I,78,Wrightia,Wrightia antidysenterica (L.) R.Br.,Apocynaceae,Kulit batang atau akar; biji; bunga.,"Penggunaan tradisional mencakup rebusan, serbuk, atau sediaan bagian kulit dan biji untuk keluhan pencernaan serta infeksi tertentu. Bunga terutama digunakan sebagai tanaman ornamental. Informasi tradisional tidak diubah menjadi anjuran klinis.",Tanaman Obat; Tanaman Estetik,2,Gangguan Sistem Pencernaan; Gangguan Ginekologi dan Obstetri; Penyakit Infeksi,3
413,401,Kawasan Kampus I/Rektorat,Kampus I,79,Philodendron jari,Philodendron bipinnatifidum Schott ex Endl.,Araceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik; Tanaman Toksik,2,,0
414,402,Kawasan Kampus I/Rektorat,Kampus I,80,Ketapang kencana,Terminalia mantaly H.Perrier,Combretaceae,Daun; kulit batang; akar,"Serbuk kering daun, kulit batang, dan akar dimaserasi dengan air atau metanol; ekstrak tertentu difraksinasi dengan heksana, kloroform, dan etil asetat; kulit batang juga diekstraksi dan diisolasi secara kromatografi.",Tanaman Obat; Tanaman Estetik,2,Gangguan Endokrin; Penyakit Infeksi,2
415,403,Kawasan Kampus I/Rektorat,Kampus I,81,Soka,Ixora chinensis Lam.,Rubiaceae,Akar; batang; kulit batang; daun; bunga.,"Akar dibuat dekokta untuk keluhan lambung, masa setelah persalinan, dan keluhan bronkial; bunga dibuat dekokta atau infusa segar; akar, batang, daun, bunga, dan kulit batang digunakan sebagai ramuan tradisional. Daun dan kulit batang dikeringkan, diserbukkan, lalu dimaserasi dengan metanol; daun juga diekstraksi dengan metanol atau etanol untuk uji antibakteri dan antioksidan.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Kardiovaskular; Gangguan Sistem Pernapasan; Gangguan Sistem Pencernaan; Gangguan Ginekologi dan Obstetri; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Gangguan Hematologi; Penyakit Infeksi,8
416,404,Kawasan Kampus I/Rektorat,Kampus I,82,Lengkeng,Dimocarpus longan Lour.,Sapindaceae,Daging buah atau aril; perikarp; biji; daun; bunga.,"Buah dikonsumsi; perikarp, biji, daun, dan bunga dibuat ekstrak atau fraksi untuk kajian fitokimia dan farmakologi.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Ginekologi dan Obstetri; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),9
417,405,Kawasan Kampus I/Rektorat,Kampus I,83,Mondokaki,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult.,Apocynaceae,"Daun, bunga, akar, kulit batang, dan lateks","Bagian tanaman digunakan secara tradisional sebagai rebusan, infus, tumbukan atau sediaan topikal; penelitian menggunakan ekstrak air dan pelarut organik. Lateks memerlukan kehati-hatian.",Tanaman Obat; Tanaman Estetik; Tanaman Toksik,3,Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Reumatologi; Penyakit Infeksi; Gangguan Onkologi (Kanker),5
418,406,Kawasan Kampus I/Rektorat,Kampus I,84,Kedondong laut hias,Polyscias fruticosa (L.) Harms,Araliaceae,Daun; akar; pucuk/daun muda,"Daun muda dimakan mentah atau setelah direbus/dimasak dalam sup dan masakan; daun dan akar dibuat sebagai rebusan atau diekstraksi dengan air, etanol, dan pelarut lipofilik untuk pengujian farmakologi.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Sistem Pernapasan; Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Reumatologi; Penyakit Infeksi,6
419,407,Kawasan Kampus I/Rektorat,Kampus I,85,Bromelia raksasa,Alcantarea imperialis (Carrière) Harms,Bromeliaceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik,1,,0
420,408,Kawasan Kampus I/Rektorat,Kampus I,86,Anthurium,Anthurium clarinervium Matuda,Araceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik,1,,0
421,409,Kawasan Kampus I/Rektorat,Kampus I,87,Garcinia,Garcinia subelliptica Merr.,Clusiaceae,"Daun, kulit batang, dan buah/perikarp",Berbagai bagian dibuat ekstrak atau fraksi laboratorium; bukti farmakologi terutama in vitro,Tanaman Obat; Tanaman Estetik,2,Penyakit Infeksi; Gangguan Onkologi (Kanker),2
422,410,Kawasan Kampus I/Rektorat,Kampus I,88,Walisongo kerdil,Heptapleurum arboricola Hayata,Araliaceae,Daun dan sediaan tablet berbasis bahan Schefflera arboricola; getah/daun sebagai sumber paparan toksik.,Tablet berbasis Schefflera arboricola diberikan secara oral pada tikus dengan neuropati diabetik yang diinduksi streptozotosin. Daun dan getah tidak direkomendasikan untuk konsumsi langsung karena kristal kalsium oksalat dapat mengiritasi jaringan mulut dan kulit.,Tanaman Obat; Tanaman Estetik; Tanaman Toksik,3,Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Imunologi,3
423,411,Kawasan Kampus I/Rektorat,Kampus I,89,Tembelekan,Lantana camara L.,Verbenaceae,Daun,Daun dibuat ekstrak metanol dan diberikan pada model tikus ulkus lambung serta duodenum,Tanaman Obat; Tanaman Estetik; Tanaman Toksik,3,Gangguan Sistem Pencernaan,1
424,412,Kawasan Kampus I/Rektorat,Kampus I,90,Garcinia,Garcinia cochinchinensis (Lour.) Choisy,Clusiaceae,Perikarp buah,Perikarp diekstraksi dan difraksinasi untuk isolasi benzofenon; aktivitas diuji pada sel kanker secara in vitro,Tanaman Obat; Tanaman Estetik,2,Gangguan Onkologi (Kanker),1
425,413,Kawasan Kampus I/Rektorat,Kampus I,91,Tanjung,Mimusops elengi L.,Sapotaceae,Akar; kulit batang dan batang; daun; bunga; buah; biji.,"Kulit batang, daun, bunga, akar, buah, dan biji digunakan sebagai dekokta, infusa, serbuk, pasta atau bahan yang dikunyah dalam penggunaan tradisional. Penelitian menggunakan ekstrak air, etanol, metanol, petroleum eter, kloroform, dan fraksi/isolat untuk pengujian in vitro dan in vivo.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Kardiovaskular; Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Urologi; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),10
426,414,Kawasan Kampus I/Rektorat,Kampus I,92,Tembelekan,Lantana canescens Kunth,Verbenaceae,"Bagian aerial, terutama daun, batang, dan bunga.","Bagian aerial dikeringkan dan digiling, kemudian diekstraksi menggunakan pelarut hidroetanol. Ekstrak dikarakterisasi secara kimia dan diberikan secara oral pada model tikus/mencit untuk menilai inflamasi, hiperalgesia, dan nosisepsi.",Tanaman Obat; Tanaman Estetik,2,Gangguan Sistem Saraf; Gangguan Imunologi; Gangguan Reumatologi,3
427,415,Kawasan Kampus I/Rektorat,Kampus I,93,Bunga kertas,Bougainvillea × buttiana Holttum & Standl.,Nyctaginaceae,Belum ditemukan bagian terapeutik yang terverifikasi.,Belum ditemukan cara pengolahan terapeutik yang terverifikasi.,Tanaman Estetik,1,,0
428,416,Kawasan Kampus I/Rektorat,Kampus I,94,Bakung pantai,Hymenocallis littoralis (Jacq.) Salisb.,Amaryllidaceae,Bahan tumbuhan untuk ekstrak etanol; bagian spesifik tidak dirinci pada abstrak artikel,Dibuat ekstrak etanol dan diuji pada makrofag serta model mencit cedera mukosa lambung,Tanaman Obat; Tanaman Estetik,2,Gangguan Sistem Pencernaan,1
429,417,Kawasan Kampus I/Rektorat,Kampus I,95,Kamboja merah,Plumeria rubra L.,Apocynaceae,Akar; kulit batang dan batang; daun; bunga; buah dan biji; getah/lateks.,"Bagian tanaman digunakan sebagai dekokta atau infusa, serbuk, tumbukan/pasta, dan aplikasi getah secara topikal dalam laporan etnomedis. Penelitian menggunakan ekstrak air, etanol, metanol, petroleum eter, kloroform, dan fraksi/isolat untuk uji farmakologi dan toksikologi.",Tanaman Obat; Tanaman Estetik; Tanaman Toksik; Tanaman Buah dan Sayuran,4,Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),8
430,418,Kawasan Kampus I/Rektorat,Kampus I,96,Bayam hias,Alternanthera bettzickiana (Regel) G.Nicholson,Amaranthaceae,Seluruh herba/bagian aerial,"Dikeringkan, diserbukkan, lalu dibuat ekstrak etanol terstandar untuk uji in vitro dan model artritis pada tikus",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Reumatologi,1
431,419,Kawasan Kampus I/Rektorat,Kampus I,97,Tanjung,Mimusops elengi L.,Sapotaceae,Akar; kulit batang dan batang; daun; bunga; buah; biji.,"Kulit batang, daun, bunga, akar, buah, dan biji digunakan sebagai dekokta, infusa, serbuk, pasta atau bahan yang dikunyah dalam penggunaan tradisional. Penelitian menggunakan ekstrak air, etanol, metanol, petroleum eter, kloroform, dan fraksi/isolat untuk pengujian in vitro dan in vivo.",Tanaman Obat; Tanaman Estetik; Tanaman Buah dan Sayuran,3,Gangguan Kardiovaskular; Gangguan Sistem Pencernaan; Gangguan Sistem Saraf; Gangguan Endokrin; Gangguan Urologi; Gangguan Imunologi; Gangguan Reumatologi; Gangguan Kulit (Dermatologi); Penyakit Infeksi; Gangguan Onkologi (Kanker),10
432,420,Kawasan Kampus I/Rektorat,Kampus I,98,Pacing,Costus spiralis (Jacq.) Roscoe,Costaceae,Daun.,"Daun dikeringkan dan diekstraksi secara hidroetanol; ekstrak dan fraksi diuji pada model inflamasi, nosisepsi, artritis, serta nefrotoksisitas cisplatin pada hewan.",Tanaman Obat; Tanaman Estetik,2,Gangguan Ginjal; Gangguan Reumatologi; Penyakit Infeksi,3
